_liam_abbott_,50,"As someone with an allergy, the waiter dealt with it very well and was super friendly throughout our time there. He was very knowledgable about the food in addi,...",Citrus City Grille,Amazing Service with an Amazing Range of Food
_liam_abbott_,50,"Unlike your traditional steakhouse, Lot 88 offers the unique dining experience on cooking your steak on a 600ºF stone at your table. Cook it how you like it, ha,...",Dairy Queen Grill & Chill,Best Restaurant in North Bay with a Unique Dining Experience
_liam_abbott_,50,"What can I say - ideal location, clean rooms, a variety of facilities (pool, fitness center, outdoor lounge area with BBQ's, indoor lounge area), modern design,,...",Homewood Suites by Hilton North Bay,Best Hotel in North Bay
_liam_abbott_,40,"After wandering around the downtown core of North Bay, I quickly realized that Greco's seemed to be the best place for an affordable, good meal, for any group o,...",Greco's Pizza & Pasta,Local food for a good price.
_liam_abbott_,30,"There is nothing wrong with Bromont - it has great high-speed lifts, a variety of beginner to advance terrain (but nothing extreme), and both day and night skii,...","Bromont, montagne d'experiences","Close to Montreal, but there are better mountains out there..."
_liam_abbott_,50,"If your in the the Quebec City area you have to visit Old Quebec. Being the only walled city in North America, it truly is a unique place with a vibrant culture,...",Old Quebec,Must See!
_liam_abbott_,10,"We were the second ones in the restaurant and everyone before us got served. We went to the waiter and asked why and she blamed it on us saying “well you ordere,...",Creperie-Bistro L'Escale,"Poor Service, Bad Food"
_liam_abbott_,40,"If you are in Toronto and are downtown, you have to check out Nathan Phillips Square. This square is located right in front of Toronto City Hall and right besid,...",Nathan Phillips Square,One of the most Iconic Areas in Toronto
_liam_abbott_,50,"The Union Pearson Express is the best option for any traveler looking to get from downtown Toronto to YYZ. Trains go every 15 minutes, meaning you will be from ,...",UP Express,"Quick, Convient, Cheap"
_liam_abbott_,50,"This exhilarating activity is one that you can get nowhere else in the world and makes anyone, regardless of fearing heights or not, seek discomfort. Although i,...",Edge Walk at the CN Tower,Thrills & Chills
_liam_abbott_,40,"The CN Tower, being the iconic building it is, allows for visitors to get the best view in the city from over 500m in the sky. The key to getting the most out o,...",CN Tower,A must see in Toronto
_liam_abbott_,30,"For $7.50 and at certain times a long line, i would expect much more then what I got. Don’t get me wrong, the ice cream taste amazing but I just do not think it,...",Sweet Jesus,Pricey but good. 
_liam_abbott_,30,"It was your average seafood place. The service was very good and no complaints on that side but the food was somewhat of a disappointment. I had the sirloin and,...",Raw Prawn Seafood Restaurant,Better Places Nearby
_liam_abbott_,40,"I went there with my family for lunch and was surprised at how good the food was. I order the coconut chicken curry which was absolutely delicious and highly re,...",Paper Crane by Crystalbrook,Good lunch menu 
_liam_abbott_,40,"Being a new hotel, it has all the nice decor, ambience, and cleanliness but the only thing they can improve upon would be the customer service. They forgot to g,...","Riley, a Crystalbrook Collection Resort",One of the best in Cairns
_liam_abbott_,40,"The location of the Shangri-La allows for ideal walking distance to some of Sydney’s most prominent attractions. The Rocks is only a couple blocks away and offe,...",Shangri-La Hotel Sydney,Great Location with Amazing Views!
_liam_abbott_,40,"Emirates One&Only Wolgan Valley has scenery and wildlife unmatched in the Blue Mountain region. On the way to the resort we considered stopping at lookouts that,...",Emirates One&Only Wolgan Valley,I WANT to give it 5 Stars
_liam_abbott_,40,"With quick delivery and great pizza, Toppers is my got to pizza place in collingwood. Especially when ordering in, they have a surprisingly short delivery time ,...",Toppers Pizza Collingwood,Best Delivery in Collingwood
_liam_abbott_,40,"The staff were nice enough to bump us up to an earlier flight for free since we arrived at the airport early. Seats are well spaced to other airlines such as Ai,...",Air Canada,Nothing Special - Good Flight no problems
_liam_abbott_,40,"Being a fondue restaurant and previously a swingers club in the 1970’s, Grizzly House offers a wide variety of food which spans from steak and chicken to shark ,...",Grizzly House Restaurant,Unique and fun experience
Sucorodas,10,"En el feriado de fin de año fuimos a cenar y nos dijeron que la espera seria 20 minutos, pacientememente esperamos 50 minutos, durate la espera pedimos pan y un,...",Hostal Los Orishas,Servicio Despota
Sucorodas,50,"Nos quedamos con mi hijo el hotel muy amigable. no tiene aire acondicionado pero hay muy buena brisa del mar lo que hace que sean frescas las habitaciones. una ,...",Hotel La Tortuga,Lindo hotel en la playa literal
Sucorodas,10,"Today 5 18 2017 i had a double charge for extras at hotel and Front desk office manager on duty said cannot do anything till next day even that I showed proff o,...",Courtyard Shanghai Xujiahui,Terrible front desk service office manager
Sucorodas,30,"The hotel is very decent for the brand not as expected, we had a double room, and we found a box of chocolate on the drawers of the room, so was not clean and c,...",Renaissance Shanghai Yu Garden Hotel,Nice hotel nice are needs a revamp
Sucorodas,20,"I specifically came to this hotel to swim every day and what a surprise the pool was under maintance, I complaint to the front desk and they try to buy me with ,...",Grand Kempinski Hotel Shanghai,No information of pool closure and poor managment
Sucorodas,50,"Good breakfast, waiting time 50 minutes in a Saturday but well worth it the wait. Pancakes great, Will love to come back again and again. Parking lot a litle sm,...",Old Fort Lauderdale Breakfast House,Good breakfast
Sucorodas,50,"Muy buen lugar para desayuno el ambiente super bueno, Huevos rancheros y pancakes buenisimos. muy recomendado comimos en la barra el servicio rapido, no tuvimos,...",Whisk,Mejor brunch
Sucorodas,30,"When you see is near las Olas blvd when making reservation you are happy the soon as we arrive we notice the hotel was not worth it, bad are, Hotel worn out som,...",Hampton Inn Ft. Lauderdale/Downtown Las Olas Area,So so Area does not feel safe
Sucorodas,50,"I have come to this hotel serveral times, allways good, excellent service, very good location hotel en good shape, excellent rooms, the only thing breakfast end,...",Embassy Suites by Hilton Fort Lauderdale 17th Street,Good Hotel deserve to be a Embassy
Sucorodas,50,"De los mejores restaurants que he comido, excelente servicio, un poco caro pero el lugar es perfecto",La Mar by Gaston Acurio,Excelente
Sucorodas,40,recorriendo todo Puerto Ayora fue el lugar en donde se puede comer la mejor pizza de la isla ademas de sus rica carta menu sus helados son deliciosos,Cafe Hernan,Exelente pizza
Sucorodas,20,"I am at suite 1219 and this was a NON SMOKING room, well smell like someone being smoking many days and the room has not being cleaned well, Worse I called rece,...",GALLERYone - A DoubleTree Suites by Hilton Hotel,It was suppossed to be a Non Smoking room
Sucorodas,50,"I would say the best city hotel i have stay, everything was perfect nothing to complaint or mention to be wrong, just perfect I would back to this place any tim,...",Conrad Seoul,The best Hotel
Sucorodas,10,"I order shrimp Fridays,  I allways order this course in Fridays, they did not serve but fries and shrimp the waiter never asked if I want ketchup or anythingR,...",TGI Friday's,Worst Fridays ever
Sucorodas,30,"There is not the best place to stay in world but is the best of the best in playas, rooms are decent, safety in playas is a must so this is very good here, the ,...",Hosteria Bellavista Resort & Spa,Nothing more to find in Playas
Sucorodas,30,"Rooms getting old, Sofa bed terrible mattress, breakfast too crowded no where to seat. Hotel corridors look old. Good area next to aventura mall, great for shop,...",Residence Inn by Marriott Miami Aventura Mall,"Average, need revamp"
Sucorodas,50,"Nice hotel, large rooms, we stayed with family in 2 connecting rooms very nice, well complete kitchen in room. nice to be near shopping mall and intercoastal wa,...",GALLERYone - A DoubleTree Suites by Hilton Hotel,Nice rooms
Sucorodas,50,"Hotel perfecto, tienen 6 habiraciones todos los detalles, decoracion, ambientes, musica, servicio no tengo nada que decir sino felicitaciones a una cosa mejoren,...",Kichic,Perfecto
Sucorodas,20,"Llegamos en la habitacion Sangai en la parte baja viven los dueños segun supo mencionar la persona de recepcion, Tienen un perro que cuando tiene hambre mueve e,...",Hacienda Abraspungo,Perro no deja dormir
Sucorodas,50,"Estuvimos 15 amigos para un lunch, el hotel espectacular muy buenas habitaciones, la piscina junto a la playa lo maximo. Esta playa tan larga de arena suave y b,...",Sanctuary Puerto Cayo Lodge,Excelente atencion
Samuel A,50,"I want to congratulate Courtyard Marriott for having such an amazing group of people working in this hotel. The staff, specially Mrs. Angie from the Restaurant,,...",Courtyard by Marriott Guayaquil,THE BEST SERVICE EVER!!!!!
Samuel A,50,"Although the owner Roberto does not speak english he did his best in making us feel welcome at his restaurant. The food was delicious from the first, second mea,...",Hostaria Antica Saluzzo,The best restaurant in the area!!!!
rotolam,50,"I've stayed many times in the Courtyard Marriott in Guayaquil, for me it's my home away from home. I like the rooms, very clean and comfortable and many of them,...",Courtyard by Marriott Guayaquil,"Excellent service, great location"
rotolam,50,"I cannot say how much I appreciate the customer service provided by Valeria and her team. They were really great, very friendly and always providing solutions. ,...",Courtyard by Marriott Lima Miraflores,"Great location, great staff"
rotolam,50,Very good indian food. Very friendly host and reasonable prices. Good location and clean place. Highly recommended.,Bombay Masala,Good indian food in Guayaquil
rotolam,20,"Ok the local is nice but the food is not worth the price. I had churrasco and have eaten way better churrasco for 3usd and here 13 usd, so not worth the price",Hasta La Vuelta,Not good
rotolam,40,"We loved the tour!! great, great, great. Since we visited the banana plantations, we see with other eyes the bananas in the Belgian supermarkets. We know now ho,...",The Banana Tour,Awesome!
ejl897,50,Very informative.  Earthquake crack tour.  Easy open jeeps.  Local history and indigenous ancient peoples tour.,Desert Adventures Red Jeep Tours,Palm Desert Jeep tour
ejl897,50,Very good and friendly.  Very informative.  Easy to do.  Open jeeps.  Easy drive and walking.  Great views.,San Andreas Fault Jeep Tour from Palm Desert,Palm Desert Jeep tour
ejl897,50,"Very good and convenient.  Close to down town.  Walking distance to a mall.  Nice view from pool area.  Local stores across the street.  Modern with good amenit,...",Courtyard by Marriott Guayaquil,Very nice.
ejl897,50,Shore dives with lots of turtles and underwater scooters.  Pretty rocky entry but great stuff to see.   ,Seasport Divers,Shore dives with lots of turtles and underwater scooters.
ejl897,40,"very pleasant place, close to airport, close to shopping, good beach, great resterant: Duke's, center of island, close to Koloa, Poipu, had great hurricane plan,...",Marriott's Kaua'i Beach Club,very freindly
ejl897,40,"very pleasant place, close to airport, close to shopping, good beach, great resterant: Duke's, center of island, close to Koloa, Poipu, had great hurricane plan,...",Kaua'i Marriott Resort,friendly
ejl897,50,Very good.  John was very helpful and patient.  Showed where all the fishes were.  One of the best shore dives in the Pacific.,Kauai Down Under Dive Team,Koloa Landing Dive
joni960,40,"I stayed in a King-bedded room for one night during a business trip.  The room was freshly renovated and everything looked brand new.  There was still a faint o,...",Residence Inn by Marriott Parsippany,Freshly renovated room
joni960,50,"I stayed at the Hilton National Mall in a king bedded room for a night during a business trip.The hotel is new, sparking clean and modern.  The room was styli,...",Hilton Washington DC National Mall,"New, stylish hotel"
joni960,40,"I stayed here for 3 nights on a business trip.  It is your typical Hampton -- clean, functional and a decent value.  The rooms seemed slightly larger than the "",...",Hampton Inn & Suites Pensacola I-10 North at University Town Plaza,Expectations met
joni960,30,"I stayed here for 4 nights on a business trip.  The hotel was only a block away from the office hosting my meetings, so the location was perfect and the rate wa,...",Hampton Inn Manhattan / Downtown - Financial District,Tiny rooms and facilities on a nondescript street
joni960,30,"I stayed here for 2 nights in a king-bedded room on the second floor during a business trip.  The room was clean and comfortable and the common areas and lounge,...",Courtyard Shreveport-Bossier City/Louisiana Boardwalk,Otherwise fine stay marred by insects
joni960,,"I was very pleased with the tour book-ec put together for my family.  If you email Johanna with your preferences, she will put together a proposal for you.htt,...",Galapagos Islands,
joni960,,"Thanks for the kind words, Snaek.  I read every post in your Detailed Guide for Land-Based Travelers thread while researching this trip.  It was invaluable.",Galapagos Islands,
joni960,,"Heather,I hope I did not create the impression that I was criticizing cruises or those who take them, as that was not my intent.  I have no doubt that cruises,...",Galapagos Islands,
joni960,,"My wife, two kids (boys ages 13 and 11) and I spent a week on a land-based visit to the Galapagos in early July 2019.   A report on our trip is below.First, s,...",Galapagos Islands,
joni960,,,Playa El Manglecito,
joni960,,,Las Grietas,
joni960,,,José Joaquín de Olmedo Intl Airport,
joni960,,,Kicker Rock,
joni960,,,San Cristobal,
joni960,,,Baltra Airport,
joni960,50,"I stayed here for a night on a business trip.  The room was clean, sleek and modern.  The bed was comfortable and the wi-fi worked well.  The sink is separate f,...",Renaissance Dallas Hotel,Impressive Property
joni960,,"I flew Emetebe from Isabela to San Cristobal on July 4.  A different group of travelers were flying Fly Galapagos, and this aircraft was boarding around the sam,...",Galapagos Islands,
joni960,,,Isabela Island,
joni960,30,"We stayed here for a night before a flight.  The room was clean and functional, but the property is starting to look tired.  The carpet in the halls was stained,...",Hilton Garden Inn Seattle/Renton,Showing some age and noisy
joni960,30,"My family of four stayed here for two nights in an ocean view room (Genovesa) on the second floor with a double bed and two twin beds.First, the significant p,...",Casa Blanca,"Very unique property, but with some fundamental problems"
Alessandro Piccinini,50,"You know me, I post about fitness area on hotels.About this one, I was amazed! Was fully equipped, with machines, pulleys, benchs, free weight, etc. Two days ,...",Best Western Plus Belize Biltmore Plaza,Really nice gym
Alessandro Piccinini,40,"I stayed for four nights, work trip.If you read my reviews, you know I put emphasis on gyms and showers.About the gym, have a nice space, everything is separa,...",Courtyard by Marriott Guayaquil,"Nice gym, not the same for the shower"
Alessandro Piccinini,50,"El mejor bacalao y la mejor picaña que he comido.Lo único malo, es que no contaban con red wifi. Al ser turista se siente como un poco de decepción.",Martinica Restaurante,Bacalao y picaña
Alessandro Piccinini,40,"I stayed the first week of April for 4 nights.My reviews are always related to fitness and spas. In this case I can't say that much because the fitness area i,...",Wyndham Garden Quito,Changing Fitness Area - Waiting for it
Alessandro Piccinini,50,"Work trip, not my first time at this hotel.As you may know, I try to review hotels about the gym, but I like this one not for the fitness area, which is a litt,...",Wyndham Garden Guayaquil,I won't change
Alessandro Piccinini,50,"As you may know, my reviews are not about the bed or the room. As an athletic guy I'm focused on areas for training and care.Well, this hotel is a great option,...",Wyndham Garden Guayaquil,Gym/Sauna/Jacuzzi
Alessandro Piccinini,50,"Business trip to T&T just for 3 nights. The Hotel options are not so many and the prices are a little bit higher than other places, but it’s an island so that’,...",Radisson Hotel Trinidad,"Even with the circunstances, was really good. "
Alessandro Piccinini,40,"Always on time, staff was really nice as usual. The only problem is the passenger who does not follow the rules.",Copa Airlines,"Always the same, always good."
Alessandro Piccinini,20,"I was not pleased at all about my stay.My room was different than the rest, don't know why.The thing is that for some reason the dining room is not for guests,...",Hotel Four Seasons,What's wrong with the Dining Room?
Alessandro Piccinini,50,"Excelente servicio desde el momento en que entras. El personal de front desk super amable y dispuesto a resolver. Hubo una duda sobre mi reserva y buscaron con,...",Wyndham Garden Quito,Todo lo que esperas de un Hotel
Alessandro Piccinini,40,"I stayed at the hotel from March 06-09. The bed is nice, the TV guide is very extense which is good. On my room the Wifi was not the best, get connected and dis,...",Ramada By Wyndham Belize City Princess Hotel,So far so good
Alessandro Piccinini,50,"Everything was great, from the beginnig till the end.Nice breakfast and nice menu from the restaurant, even if the floor was kind of intense, those type of til,...",Crowne Plaza San Pedro Sula,What you expect from a CP Hotel
Alessandro Piccinini,50,"Pedi un plato de filete con pasta, creo ha sido uno de los mejores platos que he comido en mi vida..",El Manzano,Carne buenisima
Alessandro Piccinini,40,"As far as I know, this Hotel was modified. The old area is still there but the new one have everything you expect. I could not get into the pool because of tim,...",Kinam Hotel,Nice Hotel
Alessandro Piccinini,50,"Hay que entender que no es una isla, pero es mas facil cruzar por agua que rodar por toda la península (No estoy seguro que haya una ruta o vía).Es una bahía l,...",Cabanas de Isla Canas,"Isla Cañas, Panamá"
Alessandro Piccinini,50,"Pedí la sugerencia del Chef, me hicieron una pizza Carbonara. Excelente.La atención fue muy buena, nos sentamos en la parte exterior y el ambiente era bien tra,...",Milano Restorante - Bar,"Buena pizza, buena pasta"
Alessandro Piccinini,50,"My room was really nice, a big comfy bed with one of the best pillows I've tried. The A/C air direction wasn't directly to the bed (which is perfect for me). Th,...",Crowne Plaza Costa Mesa Orange County,Excellent hotel
Alessandro Piccinini,50,"Piaggio Internacional trayendo a una cena a nuestros colegas de Piaggio El Salvador. Entre el gran ambiente del jueves con una cantante acompanada de una guita,...",La Vespa,Risotto de Centollo
Alessandro Piccinini,50,"I was so curious about staying at this Hotel in Caracas.So on my last trip there, I booked at the EuroBuilding.My room was aweosme, it was hard to get up of t,...",Eurobuilding Hotel and Suites Caracas,Excelente en todo aspecto.
Igor,50,"We are from US and stayed in Marriott Guayaquil in August 2019 for 7 nights. The hotel is modern and very clean. The rooms have pretty good size. The hotel staf,...",Courtyard by Marriott Guayaquil,Very nice hotel and excellent service
Igor,50,"It was absolutely awesome experience for kids. We have twins and it was two classes at the same time: boys cooked chicken while girls made desserts. Kids liked ,...",Paris Eastside,Birthday party for 12 years old kids: cooking class with Muriel
Igor,10,"We had absolutely unpleasant experience with this restaurant. Once we were seated waiters ignored us for more than 30 min. After few attempts to get their atten,...",Restaurante Jarana,Horrible service
Aleluyatraveller,50,"Excellent Service ,  people always trying to help in any ways they can, especially in the restaurant since me and my wife have a kind of difficult diet with sha,...",Courtyard by Marriott Guayaquil,Business 
Aleluyatraveller,50,"Nice small hotel, friendly people, Christieann is the best front desk girl to help you, one thing me and my wife really liked from this hotel is that was very q,...",White Sands Hotel,We will come back!
Ana Patricia Grimaldo M.,50,"After eating here I am left speechless. Such a delicious meal and such incredible attention! The waiter at our table gave such a detailed explanation of what we,...",Mikka,One of the best asian restaurant's I've been to
Ana Patricia Grimaldo M.,50,"At the front desk, we were made to feel part of the Marriott family by Luisa, our front desk attendant. Whatever we wanted, the hotel would provide us with to o,...",Courtyard by Marriott Guayaquil,An Amazing Experience
gbpick1,40,"The Nimbus fish hatchery is only blocks from our home and along the American River Bike Trail. As such the expansive working fish hatchery at this time of year ,...",Nimbus Dam and Fish Hatchery,Nimbus fish hatchery
gbpick1,40,"As per usual we enjoyed eating at Zinfandel Grill. We arrived at after lunch at around 1 pm when the restaurant was not busy and we had our pick of tables. The ,...",Zinfandel California Cuisine,Christmas lunch with daughter
gbpick1,50,"We stayed at the Marriott Courtyard going to and coming back from the Galápagos. In both instances the hotel and service was excellent. Very modern and well app,...",Courtyard by Marriott Guayaquil,Vacation
gbpick1,50,"We signed up and took the tour of the Darwin Research Center earlier this week. The tour lasted about an hour and we found it very helpful. The guide was very k,...",Charles Darwin Research Station,Darwin Research Center
gbpick1,50,"We rented 2 e-bikes from Bike and Smile to explore Santa Cruz Island. It was our first time on e-bikes but everything went great and we had a great time. The bi,...",Bike and Smile,Santa Cruz
gbpick1,50,"As a relatively easy car day trip from Cuenca we highly recommend. Unique mountain landscape with many little lakes. Although we didn’t do, the area looks great,...",El Cajas National Park,El Cajas day trip from Cuenca
gbpick1,50,"We visited the restaurant mid week. Found the restaurant to be top notch with service and menu to match most top North American restaurants. Some menu items wer,...",El Mercado,First Class Restaurant
gbpick1,50,Great supper at LironLiron. Excellent food and great atmosphere. Wonderful service and hospitality. Varied menu with North American style. Recommend highly. ,Liron Liron Bar Restaurante,Dinner at LironLiron
gbpick1,50,"My wife and I had a tremendous experience at the Peruvian Cooking Class in Mira Flores. The class was very well presented and the service by the Chefs was infor,...",Peruvian Cooking Class,Cooking Class
gbpick1,50,"Brian offers great bikes and great services for those wanting to ride when away from home. Experience has it that this is a great way to see a new area and to g,...",Elite Bikes Orlando,Disneyworld trip for kids / bike riding for me. Who hoo!
gbpick1,50,"Great location, clean rooms, ready service and very nice accommodation that is ideal to Disneyworld and other local attractions. High recommendation for this hi,...",Vacation Village at Parkway,Annual vacation 
gbpick1,50,"Thanks to Pedro and his team for a wonderful time in Oaxaca and surrounding area. Entire experience was great and the friendliness and helpfulness most apprecia,...",Bicicletas Pedro Martinez - Private Day Tours,Kudos to Bicicletas Pedro Martinez
gbpick1,50,"We were very impressed by the attention to detail at the restaurant and really enjoyed watching the making of the salsa at table side. The food itself was super,...",Casa Oaxaca El Restaurante,An amazing experience
kcdSanAntonio,10,"We arrived with a school team. All arrangements had been made and confirmed prior to arriving. No room requests were honored. The front desk staff were friendly,...",Courtyard Houston Westchase,would not stay here again
kcdSanAntonio,10,"We had stayed in W Hotels before and had a certain expectation in mind. This property is way off the mark. The service was poor. It's as if this property is a t,...",W San Francisco,disappointing
kcdSanAntonio,40,"The Hilton is less than 10 minutes from the airport. The service is good with attention to baggage details. The rooms are very spacious or perhaps they just se,...",Hilton Colon Guayaquil,very close to airport
kcdSanAntonio,20,"Although the staff are friendly and mostly helpful, I would not stay here again nor recommend the hotel to anyone. Our suite was small and dingy. The bedroom po,...",Hotell Reisen,Think twice before selecting reisen
kcdSanAntonio,50,"A superb value! We paid $109.00 for a very spacious room on the concierge floor. Breakfast, cocktails, dessert were included. Room service was unbelievably inex,...",Hilton Houston Westchase,excellent value
Kevin D,50,"Awesome hotel and accommodations. I would recommend this hotel to anyone traveling to this location. Safe and friendly environment. The rooms were great, clean ,...",Hilton Colon Guayaquil,Awesome Facility and Staff
Kevin D,40,"I was here conducting a 2 day seminar and the service and people were great. The hotel is a little dated but was a very pleasant experience. I would recomment t,...",Radisson Hotel Trinidad,Nice place to stay
Kevin D,50,"This location was very clean and had very friendly staff. I was greeted and asked about membership into the Wyndham rewards. They signed me up right away. Aweso,...",Super 8 by Wyndham Monroe WI,Friendly
avrammiller,20,"With so many great places for breakfast in Tel Aviv, you can skip this one. We ate in the garden. It was not really much of a garden and it was dirty. The food ,...",Jonesy Gardener,Skip this place
avrammiller,50,"We spent four days at the Amantaka.  It was a wonderful place to unwind.  Our room was wonderful and the staff was great.  The hotel arranged tours for us.  The,...",Amantaka,Just lovely
avrammiller,40,"We stayed at the Banyan Tree for five days.  We had Hill Top Pool Villa.  The good news is that we had an amazing view and the villa was wonderful.  That bad ne,...",Banyan Tree Samui,Great place to do nothing but relax
avrammiller,50,"We were staying at the Banyan Tree which is about 15 minutes away and got really bored with the food there. We took a taxi into town to eat at Seventy Farhenhei,...",Seventy Fahrenheit,Really a treat
avrammiller,30,"We live in Tel Aviv and have the opportunity to eat often in the many great restaurants this city has to offer. Unfortunately, Habasta is not one these. This wa,...",HaBasta,Great vibe but disappointing food
avrammiller,10,"First of all, the hotel is convient to the airport.  It is clean and the rooms are comfortable.  The restaurants are ok. I would only recommend it if you are ge,...",Hilton Colon Guayaquil,Not a bad hotel but my credit card number was stolen by the front desk and used
avrammiller,40,"We had been wanting to take the trip on the Aria for a long time.  The boat did not dispoint.  Our suite was comfortable, as was the public space. The crew was ,...",Aria Amazon,"Fantastic boat, great suite and food but boring!"
avrammiller,40,"We recently took a seven day Galapagos Trip on the Theory. The Galapagos is like no other place on earth.  So much has been written about that.  I will not subj,...",Ecoventura,A once an a lifetime trip but seven days may be too long for some
avrammiller,10,"My wife and I took her mother and sister to the Tower Bar for their Sunday Jazz Brunch.  It was horrible.  First of all their was no jazz combo.  Just two sleep,...",The Tower Bar,What a joke! Jazz Brunch without the Jazz.  Worst Brunch ever!
avrammiller,10,"The menu is limited and their are no cocktails.  Our friends had booked this place or we would have not gone.  But the real issues in the sound level which is d,...",Pasquale Jones,Way too loud to enjoy
avrammiller,10,"We were staying at the hotel and went to have breakfast.  We placed our order.  30 minutes later, it was still not there.  We asked our server and she said she ,...",Cafe Mezz,Terrible Service
avrammiller,40,"We stayed seven nights in a SoHi corner suite (3310) withe the most amazing veiws.  The rooms were large and confortable but a bit tired.  The view made up for ,...",The Dominick Hotel,A bit tired but still very nice with the exception of breakfast service
avrammiller,30,"We had a great experience at the 1Hotel in Miami so we thought we would give it a try in NYC.  We booked for eight nights and left after one day. The person t,...",1 Hotel Central Park,Disappointing
avrammiller,20,Interesting but there are way too many people. So many boats. It was crazy and we were there early May.,Spinalonga (Kalydon),To many tourists. I would pass
avrammiller,50,"We loved the Minos Beach Art Hotel and can't wait to go back especially when the water is warmer.  But our visit did not start off well.  We booked a luxury sea,...",Minos Beach art hotel,Wonderful hotel but be very careful about room selection
avrammiller,40,"While we had a few issues, I would recommend this hotel especially when the weather is good.  The grounds are beautiful with two large swimming pools.  One of t,...","Domes Noruz Chania, Autograph Collection",Recommended but with some issues
avrammiller,10,"Nice ambience but awful food and very expensive. Give it a pass. Interestingly, my wife eat only a bite of her spicy tuna roll because it was so slimy but when ,...",Tyo,Do yourself a favor and miss this place
avrammiller,40,"We spent four nights and 3 1/2 days at the Como on the Island of Malifushi.  It is very beautiful.  Our beach suite was amazing.  It was really perfect.  We did,...","COMO Maalifushi, Maldives",Amazing place for four or five nights
avrammiller,20,"Singapore Airlines use to be my favorite. Not any more. We took a 17 hour flight from LAX to SIN.  I was looking forward to a  restful flight and and sleep. Did,...",Singapore Airlines,Worse business class seats ever
avrammiller,50,"This was our first trip to Sri Lanka but it will not be our last.  What a wonderful country. We were meet at the Airport (thankful we had a VIP pick up) and onc,...",Ceylon Tea Trails - Relais & Chateaux,What a wonderful way to start our first visit to Sri Lanka
chanadahk,50,"I have always been a Hilton fans. As such I am a Gold member and thus have access to the executive lounge. The staff are always polite and efficient on the serv,...",Hilton Colon Guayaquil,Lovely experience
AdventureTherap... M,50,"So many good things to say, I'll probably run out of room.  The staff is amazing.  They go above and beyond, and are so incredibly nice and welcoming.  The room,...",Hidden Canyon Ranch,The best place ever.
AdventureTherap... M,50,"We were only able to stay here for 1 night, but had a great experience.  Like all the other reviews say, you can't beat the location.  We were in one of the lit,...",The Lodge at Bryce Canyon,Great experience
AdventureTherap... M,50,"We typically stay at Hilton properties, and this hotel was a great example of why.  The staff was awesome (and extra kudos to the 2 ladies working on the evenin,...",Hampton Inn & Suites Springdale,Great experience all around
AdventureTherap... M,50,"This new hotel is really well done.  It's spacious, clean, and has a great vibe with the ""Margaritaville"" theme.  We stayed for 2 nights.  Room was comfortable ,...",Compass by Margaritaville,Every aspect of our stay was great!
AdventureTherap... M,50,"We loved our time here. Stayed for 2 nights in June. I don't remember the name of our room, but it was on the 2nd floor above the Spa.  We faced the river and a,...",Redfish Riverside Inn,Happy with this choice!
AdventureTherap... M,50,"We spent 2 nights here in June and it was perfect.  We were originally booked at the Jackson Lake Lodge, but had to scramble to find an alternative when they cl,...",Signal Mountain Lodge,Didn't ever want to leave
AdventureTherap... M,50,"We’re “Hilton loyal,” so stay in their hotels whenever possible.  This has been one of the best experiences.  The hotel itself is modern, clean, and spacious.  ,...",Hilton Garden Inn Boise Downtown,Top Notch
AdventureTherap... M,50,"We had an awesome experience here.  Stayed for 2 nights.  Location is great, staff is great (definitely brush up on your Spanish), property is beautiful.  The r,...",Samari Spa Resort,Doesn't get much better
AdventureTherap... M,40,"Our first impression of this hotel from the outside is that it is quite unique.  The room was really cool (as far as design), and it was spacious.  The location,...",TRYP By Wyndham Cuenca Zahir,"Unique experience, great location"
AdventureTherap... M,50,"We rented a car and were able to navigate to the hotel fairly easily, and quickly at around 11:30pm.  Staff was great, friendly, helpful.  The room was spacious,...",Hilton Colon Guayaquil,"2 nights, exactly what we needed."
AdventureTherap... M,50,"We usually stay in Hilton properties when we travel, and this Hampton was everything we've come to expect.  Friendly staff, clean rooms with amenities, free bre,...",Hampton Inn & Suites Raleigh Downtown,"Great Hampton, convenient location"
AdventureTherap... M,50,"We took a quick trip up to Fayetteville to visit some friends.  We mostly stay in Hilton hotels when we travel, and this Homewood was everything we've come to e,...",Homewood Suites by Hilton Fayetteville,2 nights - everything we needed
AdventureTherap... M,40,"We've stayed in quite a few national park lodges.  You go in knowing that they are in remote locations, have most likely been around a while, and don't have a l,...",Thunderbird Lodge,Exceeded Expectations
AdventureTherap... M,50,"We stayed here for 1 night before getting on a boat in Wahweap marina.  Location was perfect.  Hotel seemed new, well kept.  Staff was friendly and helpful.  Th,...",Hampton Inn & Suites Page - Lake Powell,A solid Hampton Inn
AdventureTherap... M,50,"Only stayed for 1 night, but were beyond happy with this choice.  The hotel/building are beautiful.  Definitely the nicest HGI property I've ever seen.  Everyon,...",Hilton Garden Inn Phoenix Downtown,Just Excellent
AdventureTherap... M,50,"Stayed here for 2 nights as part of a travel group.  It was amazing.  The rooms/property are beautiful.  Rooms are spacious and clean.  I didn't have any issues,...",Yaang Come Village,LOVED this hotel!
AdventureTherap... M,50,"This was my first time in Bangkok, and I'd definitely stay at this hotel again.  We were only there for 1 night, but it was great.  Staff was friendly and welco,...",Maitria Mode Sukhumvit 15 Bangkok - A Chatrium Collection,Great experience!
